121.745830 25.162500
121.504170 25.287500
121.404170 25.179167
121.387500 25.162500
121.237500 25.120834
120.912500 24.854167
120.762500 24.645834
120.512500 24.295834
120.162500 23.787500
120.137500 23.620833
119.628000 23.545833
120.120830 23.470833
120.137500 23.437500
120.079160 23.212500
120.154160 22.962500
120.204160 22.820833
120.262500 22.595833
120.437500 22.462500
120.387500 22.362500
120.704160 21.987500
120.754160 21.945833
121.920830 25.095834
121.937500 25.054167
121.954170 25.029167
121.845830 24.862500
121.879 24.5875
121.770830 24.295834
121.620830 23.970834
121.512500 23.495833
121.379170 23.087500
121.195830 22.787500
121.462500 22.662500
120.904170 22.337500
121.495830 22.062500
122.079170 25.637500
121.920830 25.095834
121.920830 25.095834
121.404170 25.220834
120.004160 23.095833
142.041659 39.371422
